reference,position,total_coverage
NZ_MT874924.1,4282,415
NZ_MT874924.1,4283,415
NZ_MT874924.1,4284,415
NZ_MT874924.1,4285,415
NZ_MT874924.1,4286,415
NZ_MT874924.1,4287,415
NZ_MT874924.1,4288,415
NZ_MT874924.1,4289,415
NZ_MT874924.1,4290,415
NZ_MT874924.1,4291,415
NZ_MT874924.1,4292,415
NZ_MT874924.1,4293,415
NZ_MT874924.1,4294,415
NZ_MT874924.1,4295,415
NZ_MT874924.1,4296,415
NZ_MT874924.1,4297,415
NZ_MT874924.1,4298,415
NZ_MT874924.1,4299,415
NZ_MT874924.1,4300,411
NZ_MT874924.1,4301,411
NZ_MT874924.1,4302,411
NZ_MT874924.1,4303,411
NZ_MT874924.1,4304,411
NZ_MT874924.1,4305,411
NZ_MT874924.1,4306,411
NZ_MT874924.1,4307,411
NZ_MT874924.1,4308,411
NZ_MT874924.1,4309,411
NZ_MT874924.1,4310,411
NZ_MT874924.1,4311,411
NZ_MT874924.1,4312,411
NZ_MT874924.1,4313,411
NZ_MT874924.1,4314,411
NZ_MT874924.1,4315,411
NZ_MT874924.1,4316,411
NZ_MT874924.1,4317,411
NZ_MT874924.1,4318,411
NZ_MT874924.1,4319,411
NZ_MT874924.1,4320,411
NZ_MT874924.1,4321,411
NZ_MT874924.1,4322,411
NZ_MT874924.1,4323,411
NZ_MT874924.1,4324,411
NZ_MT874924.1,4325,411
NZ_MT874924.1,4326,411
NZ_MT874924.1,4327,411
NZ_MT874924.1,4328,411
NZ_MT874924.1,4329,411
NZ_MT874924.1,4330,411
NZ_MT874924.1,4331,411
NZ_MT874924.1,4332,411
NZ_MT874924.1,4333,411
NZ_MT874924.1,4334,411
NZ_MT874924.1,4335,411
NZ_MT874924.1,4336,411
NZ_MT874924.1,4337,411
NZ_MT874924.1,4338,411
NZ_MT874924.1,4339,411
NZ_MT874924.1,4340,411
NZ_MT874924.1,4341,411
NZ_MT874924.1,4342,411
NZ_MT874924.1,4343,411
NZ_MT874924.1,4344,411
NZ_MT874924.1,4345,411
NZ_MT874924.1,4346,411
NZ_MT874924.1,4347,411
NZ_MT874924.1,4348,411
NZ_MT874924.1,4349,411
NZ_MT874924.1,4350,411
NZ_MT874924.1,4351,411
NZ_MT874924.1,4352,411
NZ_MT874924.1,4353,411
NZ_MT874924.1,4354,411
NZ_MT874924.1,4355,411
NZ_MT874924.1,4356,411
NZ_MT874924.1,4357,411
NZ_MT874924.1,4358,411
NZ_MT874924.1,4359,411
NZ_MT874924.1,4360,411
NZ_MT874924.1,4361,411
NZ_MT874924.1,4362,411
NZ_MT874924.1,4363,411
NZ_MT874924.1,4364,411
NZ_MT874924.1,4365,411
NZ_MT874924.1,4366,411
NZ_MT874924.1,4367,411
NZ_MT874924.1,4368,411
NZ_MT874924.1,4369,411
NZ_MT874924.1,4370,411
NZ_MT874924.1,4371,411
NZ_MT874924.1,4372,411
NZ_MT874924.1,4373,411
NZ_MT874924.1,4374,411
NZ_MT874924.1,4375,411
NZ_MT874924.1,4376,411
NZ_MT874924.1,4377,411
NZ_MT874924.1,4378,411
NZ_MT874924.1,4379,411
NZ_MT874924.1,4380,411
NZ_MT874924.1,4381,411
NZ_MT874924.1,4382,411
NZ_MT874924.1,4383,411
NZ_MT874924.1,4384,411
NZ_MT874924.1,4385,411
NZ_MT874924.1,4386,411
NZ_MT874924.1,4387,411
NZ_MT874924.1,4388,411
NZ_MT874924.1,4389,411
NZ_MT874924.1,4390,411
NZ_MT874924.1,4391,411
NZ_MT874924.1,4392,411
NZ_MT874924.1,4393,411
NZ_MT874924.1,4394,411
NZ_MT874924.1,4395,411
NZ_MT874924.1,4396,411
NZ_MT874924.1,4397,411
NZ_MT874924.1,4398,411
NZ_MT874924.1,4399,411
NZ_MT874924.1,4400,411
NZ_MT874924.1,4401,411
NZ_MT874924.1,4402,411
NZ_MT874924.1,4403,411
NZ_MT874924.1,4404,411
NZ_MT874924.1,4405,411
NZ_MT874924.1,4406,411
NZ_MT874924.1,4407,411
NZ_MT874924.1,4408,411
NZ_MT874924.1,4409,411
NZ_MT874924.1,4410,411
NZ_MT874924.1,4411,411
NZ_MT874924.1,4412,411
NZ_MT874924.1,4413,411
NZ_MT874924.1,4414,411
NZ_MT874924.1,4415,411
NZ_MT874924.1,4416,411
NZ_MT874924.1,4417,411
NZ_MT874924.1,4418,411
NZ_MT874924.1,4419,411
NZ_MT874924.1,4420,411
NZ_MT874924.1,4421,411
NZ_MT874924.1,4422,411
NZ_MT874924.1,4423,411
NZ_MT874924.1,4424,411
NZ_MT874924.1,4425,411
NZ_MT874924.1,4426,411
NZ_MT874924.1,4427,411
NZ_MT874924.1,4428,411
NZ_MT874924.1,4429,411
NZ_MT874924.1,4430,411
NZ_MT874924.1,4431,396
NZ_MT874924.1,4432,411
NZ_MT874924.1,4433,411
NZ_MT874924.1,4434,411
NZ_MT874924.1,4435,411
NZ_MT874924.1,4436,411
NZ_MT874924.1,4437,411
NZ_MT874924.1,4438,411
NZ_MT874924.1,4439,330
NZ_MT874924.1,4440,332
NZ_MT874924.1,4441,411
NZ_MT874924.1,4442,411
NZ_MT874924.1,4443,411
NZ_MT874924.1,4444,411
NZ_MT874924.1,4445,411
NZ_MT874924.1,4446,409
NZ_MT874924.1,4447,411
NZ_MT874924.1,4448,411
NZ_MT874924.1,4449,411
NZ_MT874924.1,4450,411
NZ_MT874924.1,4451,411
NZ_MT874924.1,4452,411
NZ_MT874924.1,4453,410
NZ_MT874924.1,4454,410
NZ_MT874924.1,4455,410
NZ_MT874924.1,4456,410
NZ_MT874924.1,4457,408
NZ_MT874924.1,4458,408
NZ_MT874924.1,4459,410
NZ_MT874924.1,4460,410
NZ_MT874924.1,4461,410
NZ_MT874924.1,4462,410
NZ_MT874924.1,4463,401
NZ_MT874924.1,4464,401
NZ_MT874924.1,4465,401
NZ_MT874924.1,4466,401
NZ_MT874924.1,4467,401
NZ_MT874924.1,4468,401
NZ_MT874924.1,4469,399
NZ_MT874924.1,4470,398
NZ_MT874924.1,4471,398
NZ_MT874924.1,4472,398
NZ_MT874924.1,4473,398
NZ_MT874924.1,4474,398
NZ_MT874924.1,4475,398
NZ_MT874924.1,4476,398
NZ_MT874924.1,4477,398
NZ_MT874924.1,4478,398
NZ_MT874924.1,4479,397
NZ_MT874924.1,4480,398
NZ_MT874924.1,4481,398
NZ_MT874924.1,4482,397
NZ_MT874924.1,4483,398
NZ_MT874924.1,4484,398
NZ_MT874924.1,4485,398
NZ_MT874924.1,4486,398
NZ_MT874924.1,4487,398
NZ_MT874924.1,4488,398
NZ_MT874924.1,4489,398
NZ_MT874924.1,4490,397
NZ_MT874924.1,4491,397
NZ_MT874924.1,4492,398
NZ_MT874924.1,4493,397
NZ_MT874924.1,4494,391
NZ_MT874924.1,4495,392
NZ_MT874924.1,4496,398
NZ_MT874924.1,4497,398
NZ_MT874924.1,4498,392
NZ_MT874924.1,4499,392
NZ_MT874924.1,4500,392
NZ_MT874924.1,4501,398
NZ_MT874924.1,4502,398
NZ_MT874924.1,4503,392
NZ_MT874924.1,4504,392
NZ_MT874924.1,4505,398
NZ_MT874924.1,4506,398
NZ_MT874924.1,4507,398
NZ_MT874924.1,4508,398
NZ_MT874924.1,4509,398
NZ_MT874924.1,4510,398
NZ_MT874924.1,4511,398
NZ_MT874924.1,4512,398
NZ_MT874924.1,4513,398
NZ_MT874924.1,4514,398
NZ_MT874924.1,4515,398
NZ_MT874924.1,4516,392
NZ_MT874924.1,4517,392
NZ_MT874924.1,4518,392
NZ_MT874924.1,4519,392
NZ_MT874924.1,4520,392
NZ_MT874924.1,4521,392
NZ_MT874924.1,4522,392
NZ_MT874924.1,4523,392
NZ_MT874924.1,4524,392
NZ_MT874924.1,4525,392
NZ_MT874924.1,4526,392
NZ_MT874924.1,4527,391
NZ_MT874924.1,4528,392
NZ_MT874924.1,4529,392
NZ_MT874924.1,4530,392
NZ_MT874924.1,4531,392
NZ_MT874924.1,4532,392
NZ_MT874924.1,4533,392
NZ_MT874924.1,4534,392
NZ_MT874924.1,4535,392
NZ_MT874924.1,4536,394
NZ_MT874924.1,4537,394
NZ_MT874924.1,4538,394
NZ_MT874924.1,4539,394
NZ_MT874924.1,4540,394
NZ_MT874924.1,4541,394
NZ_MT874924.1,4542,394
NZ_MT874924.1,4543,394
NZ_MT874924.1,4544,394
NZ_MT874924.1,4545,394
NZ_MT874924.1,4546,394
NZ_MT874924.1,4547,394
NZ_MT874924.1,4548,394
NZ_MT874924.1,4549,394
NZ_MT874924.1,4550,394
NZ_MT874924.1,4551,394
NZ_MT874924.1,4552,392
NZ_MT874924.1,4553,392
NZ_MT874924.1,4554,392
NZ_MT874924.1,4555,388
NZ_MT874924.1,4556,387
NZ_MT874924.1,4557,387
NZ_MT874924.1,4558,389
NZ_MT874924.1,4559,389
NZ_MT874924.1,4560,389
NZ_MT874924.1,4561,390
NZ_MT874924.1,4562,390
NZ_MT874924.1,4563,390
NZ_MT874924.1,4564,388
NZ_MT874924.1,4565,388
NZ_MT874924.1,4566,388
NZ_MT874924.1,4567,388
NZ_MT874924.1,4568,388
NZ_MT874924.1,4569,390
NZ_MT874924.1,4570,390
NZ_MT874924.1,4571,390
NZ_MT874924.1,4572,390
NZ_MT874924.1,4573,390
NZ_MT874924.1,4574,390
NZ_MT874924.1,4575,390
NZ_MT874924.1,4576,390
NZ_MT874924.1,4577,390
NZ_MT874924.1,4578,390
NZ_MT874924.1,4579,390
NZ_MT874924.1,4580,390
NZ_MT874924.1,4581,389
NZ_MT874924.1,4582,390
NZ_MT874924.1,4583,390
NZ_MT874924.1,4584,389
NZ_MT874924.1,4585,390
NZ_MT874924.1,4586,390
NZ_MT874924.1,4587,390
NZ_MT874924.1,4588,390
NZ_MT874924.1,4589,390
NZ_MT874924.1,4590,390
NZ_MT874924.1,4591,390
NZ_MT874924.1,4592,390
NZ_MT874924.1,4593,390
NZ_MT874924.1,4594,390
NZ_MT874924.1,4595,390
NZ_MT874924.1,4596,390
NZ_MT874924.1,4597,388
NZ_MT874924.1,4598,388
NZ_MT874924.1,4599,388
NZ_MT874924.1,4600,388
NZ_MT874924.1,4601,388
NZ_MT874924.1,4602,388
NZ_MT874924.1,4603,388
NZ_MT874924.1,4604,387
NZ_MT874924.1,4605,387
NZ_MT874924.1,4606,388
NZ_MT874924.1,4607,388
NZ_MT874924.1,4608,388
NZ_MT874924.1,4609,388
NZ_MT874924.1,4610,388
NZ_MT874924.1,4611,390
NZ_MT874924.1,4612,390
NZ_MT874924.1,4613,390
NZ_MT874924.1,4614,388
NZ_MT874924.1,4615,388
NZ_MT874924.1,4616,388
NZ_MT874924.1,4617,388
NZ_MT874924.1,4618,388
NZ_MT874924.1,4619,388
NZ_MT874924.1,4620,388
NZ_MT874924.1,4621,388
NZ_MT874924.1,4622,388
NZ_MT874924.1,4623,388
NZ_MT874924.1,4624,388
NZ_MT874924.1,4625,388
NZ_MT874924.1,4626,388
NZ_MT874924.1,4627,388
NZ_MT874924.1,4628,388
NZ_MT874924.1,4629,388
NZ_MT874924.1,4630,388
NZ_MT874924.1,4631,388
NZ_MT874924.1,4632,388
NZ_MT874924.1,4633,386
NZ_MT874924.1,4634,386
NZ_MT874924.1,4635,388
NZ_MT874924.1,4636,388
NZ_MT874924.1,4637,388
NZ_MT874924.1,4638,388
NZ_MT874924.1,4639,388
NZ_MT874924.1,4640,388
NZ_MT874924.1,4641,388
NZ_MT874924.1,4642,388
NZ_MT874924.1,4643,388
NZ_MT874924.1,4644,388
NZ_MT874924.1,4645,388
NZ_MT874924.1,4646,388
NZ_MT874924.1,4647,388
NZ_MT874924.1,4648,388
NZ_MT874924.1,4649,388
NZ_MT874924.1,4650,387
NZ_MT874924.1,4651,388
NZ_MT874924.1,4652,388
NZ_MT874924.1,4653,388
NZ_MT874924.1,4654,388
NZ_MT874924.1,4655,386
NZ_MT874924.1,4656,388
NZ_MT874924.1,4657,388
NZ_MT874924.1,4658,388
NZ_MT874924.1,4659,388
NZ_MT874924.1,4660,388
NZ_MT874924.1,4661,388
NZ_MT874924.1,4662,386
NZ_MT874924.1,4663,388
NZ_MT874924.1,4664,394
NZ_MT874924.1,4665,394
NZ_MT874924.1,4666,394
NZ_MT874924.1,4667,394
NZ_MT874924.1,4668,394
NZ_MT874924.1,4669,394
NZ_MT874924.1,4670,388
NZ_MT874924.1,4671,388
NZ_MT874924.1,4672,388
NZ_MT874924.1,4673,388
NZ_MT874924.1,4674,388
NZ_MT874924.1,4675,388
NZ_MT874924.1,4676,388
NZ_MT874924.1,4677,388
NZ_MT874924.1,4678,388
NZ_MT874924.1,4679,394
NZ_MT874924.1,4680,394
NZ_MT874924.1,4681,388
NZ_MT874924.1,4682,394
NZ_MT874924.1,4683,394
NZ_MT874924.1,4684,394
NZ_MT874924.1,4685,394
NZ_MT874924.1,4686,394
NZ_MT874924.1,4687,394
NZ_MT874924.1,4688,388
NZ_MT874924.1,4689,394
NZ_MT874924.1,4690,394
NZ_MT874924.1,4691,394
NZ_MT874924.1,4692,394
NZ_MT874924.1,4693,386
NZ_MT874924.1,4694,386
NZ_MT874924.1,4695,386
NZ_MT874924.1,4696,386
NZ_MT874924.1,4697,388
NZ_MT874924.1,4698,388
NZ_MT874924.1,4699,388
NZ_MT874924.1,4700,388
NZ_MT874924.1,4701,394
NZ_MT874924.1,4702,394
NZ_MT874924.1,4703,394
NZ_MT874924.1,4704,394
NZ_MT874924.1,4705,394
NZ_MT874924.1,4706,394
NZ_MT874924.1,4707,394
NZ_MT874924.1,4708,394
NZ_MT874924.1,4709,394
NZ_MT874924.1,4710,394
NZ_MT874924.1,4711,394
NZ_MT874924.1,4712,394
NZ_MT874924.1,4713,394
NZ_MT874924.1,4714,394
NZ_MT874924.1,4715,394
NZ_MT874924.1,4716,394
NZ_MT874924.1,4717,394
NZ_MT874924.1,4718,394
NZ_MT874924.1,4719,386
NZ_MT874924.1,4720,386
NZ_MT874924.1,4721,386
NZ_MT874924.1,4722,386
NZ_MT874924.1,4723,394
NZ_MT874924.1,4724,394
NZ_MT874924.1,4725,394
NZ_MT874924.1,4726,394
NZ_MT874924.1,4727,394
NZ_MT874924.1,4728,394
NZ_MT874924.1,4729,394
NZ_MT874924.1,4730,394
NZ_MT874924.1,4731,394
NZ_MT874924.1,4732,394
NZ_MT874924.1,4733,394
NZ_MT874924.1,4734,394
NZ_MT874924.1,4735,394
NZ_MT874924.1,4736,394
NZ_MT874924.1,4737,394
NZ_MT874924.1,4738,394
NZ_MT874924.1,4739,394
NZ_MT874924.1,4740,394
NZ_MT874924.1,4741,386
NZ_MT874924.1,4742,386
NZ_MT874924.1,4743,386
NZ_MT874924.1,4744,394
NZ_MT874924.1,4745,394
NZ_MT874924.1,4746,394
NZ_MT874924.1,4747,394
NZ_MT874924.1,4748,386
NZ_MT874924.1,4749,386
NZ_MT874924.1,4750,394
NZ_MT874924.1,4751,394
NZ_MT874924.1,4752,394
NZ_MT874924.1,4753,394
NZ_MT874924.1,4754,394
NZ_MT874924.1,4755,394
NZ_MT874924.1,4756,386
NZ_MT874924.1,4757,386
NZ_MT874924.1,4758,386
NZ_MT874924.1,4759,386
NZ_MT874924.1,4760,394
NZ_MT874924.1,4761,394
NZ_MT874924.1,4762,394
NZ_MT874924.1,4763,394
NZ_MT874924.1,4764,394
NZ_MT874924.1,4765,394
NZ_MT874924.1,4766,394
NZ_MT874924.1,4767,394
NZ_MT874924.1,4768,394
NZ_MT874924.1,4769,394
NZ_MT874924.1,4770,394
NZ_MT874924.1,4771,394
NZ_MT874924.1,4772,394
NZ_MT874924.1,4773,394
NZ_MT874924.1,4774,394
NZ_MT874924.1,4775,393
NZ_MT874924.1,4776,394
NZ_MT874924.1,4777,394
NZ_MT874924.1,4778,394
NZ_MT874924.1,4779,394
NZ_MT874924.1,4780,394
NZ_MT874924.1,4781,394
NZ_MT874924.1,4782,394
NZ_MT874924.1,4783,393
NZ_MT874924.1,4784,393
NZ_MT874924.1,4785,392
NZ_MT874924.1,4786,392
NZ_MT874924.1,4787,385
NZ_MT874924.1,4788,385
NZ_MT874924.1,4789,385
NZ_MT874924.1,4790,385
NZ_MT874924.1,4791,385
NZ_MT874924.1,4792,385
NZ_MT874924.1,4793,385
NZ_MT874924.1,4794,385
NZ_MT874924.1,4795,385
NZ_MT874924.1,4796,385
NZ_MT874924.1,4797,385
NZ_MT874924.1,4798,393
NZ_MT874924.1,4799,393
NZ_MT874924.1,4800,384
NZ_MT874924.1,4801,393
NZ_MT874924.1,4802,393
NZ_MT874924.1,4803,393
NZ_MT874924.1,4804,393
NZ_MT874924.1,4805,393
NZ_MT874924.1,4806,393
NZ_MT874924.1,4807,393
NZ_MT874924.1,4808,393
NZ_MT874924.1,4809,393
NZ_MT874924.1,4810,393
NZ_MT874924.1,4811,393
NZ_MT874924.1,4812,393
NZ_MT874924.1,4813,374
NZ_MT874924.1,4814,374
NZ_MT874924.1,4815,374
NZ_MT874924.1,4816,374
NZ_MT874924.1,4817,374
NZ_MT874924.1,4818,374
NZ_MT874924.1,4819,374
NZ_MT874924.1,4820,374
NZ_MT874924.1,4821,374
NZ_MT874924.1,4822,374
NZ_MT874924.1,4823,374
NZ_MT874924.1,4824,374
NZ_MT874924.1,4825,374
NZ_MT874924.1,4826,374
NZ_MT874924.1,4827,374
NZ_MT874924.1,4828,374
NZ_MT874924.1,4829,374
NZ_MT874924.1,4830,374
NZ_MT874924.1,4831,374
NZ_MT874924.1,4832,374
NZ_MT874924.1,4833,374
NZ_MT874924.1,4834,374
NZ_MT874924.1,4835,374
NZ_MT874924.1,4836,374
NZ_MT874924.1,4837,374
NZ_MT874924.1,4838,374
NZ_MT874924.1,4839,374
NZ_MT874924.1,4840,374
NZ_MT874924.1,4841,376
NZ_MT874924.1,4842,376
NZ_MT874924.1,4843,376
NZ_MT874924.1,4844,376
NZ_MT874924.1,4845,376
NZ_MT874924.1,4846,376
NZ_MT874924.1,4847,376
NZ_MT874924.1,4848,376
NZ_MT874924.1,4849,376
NZ_MT874924.1,4850,376
NZ_MT874924.1,4851,376
NZ_MT874924.1,4852,376
NZ_MT874924.1,4853,376
NZ_MT874924.1,4854,376
NZ_MT874924.1,4855,376
NZ_MT874924.1,4856,376
NZ_MT874924.1,4857,376
NZ_MT874924.1,4858,376
NZ_MT874924.1,4859,376
NZ_MT874924.1,4860,376
NZ_MT874924.1,4861,376
NZ_MT874924.1,4862,376
NZ_MT874924.1,4863,376
NZ_MT874924.1,4864,376
NZ_MT874924.1,4865,376
NZ_MT874924.1,4866,376
NZ_MT874924.1,4867,376
NZ_MT874924.1,4868,376
NZ_MT874924.1,4869,376
NZ_MT874924.1,4870,376
NZ_MT874924.1,4871,376
NZ_MT874924.1,4872,376
NZ_MT874924.1,4873,376
NZ_MT874924.1,4874,376
NZ_MT874924.1,4875,376
NZ_MT874924.1,4876,376
NZ_MT874924.1,4877,376
NZ_MT874924.1,4878,375
NZ_MT874924.1,4879,375
NZ_MT874924.1,4880,375
NZ_MT874924.1,4881,375
NZ_MT874924.1,4882,375
NZ_MT874924.1,4883,375
NZ_MT874924.1,4884,375
NZ_MT874924.1,4885,375
NZ_MT874924.1,4886,375
NZ_MT874924.1,4887,375
NZ_MT874924.1,4888,375
NZ_MT874924.1,4889,375
NZ_MT874924.1,4890,375
NZ_MT874924.1,4891,375
NZ_MT874924.1,4892,375
NZ_MT874924.1,4893,375
NZ_MT874924.1,4894,375
NZ_MT874924.1,4895,375
NZ_MT874924.1,4896,375
NZ_MT874924.1,4897,375
NZ_MT874924.1,4898,375
NZ_MT874924.1,4899,375
NZ_MT874924.1,4900,375
NZ_MT874924.1,4901,375
NZ_MT874924.1,4902,375
NZ_MT874924.1,4903,375
NZ_MT874924.1,4904,375
NZ_MT874924.1,4905,375
NZ_MT874924.1,4906,375
NZ_MT874924.1,4907,375
NZ_MT874924.1,4908,375
NZ_MT874924.1,4909,375
NZ_MT874924.1,4910,375
NZ_MT874924.1,4911,375
NZ_MT874924.1,4912,375
NZ_MT874924.1,4913,375
NZ_MT874924.1,4914,375
NZ_MT874924.1,4915,375
NZ_MT874924.1,4916,375
NZ_MT874924.1,4917,375
NZ_MT874924.1,4918,375
NZ_MT874924.1,4919,375
NZ_MT874924.1,4920,375
NZ_MT874924.1,4921,375
NZ_MT874924.1,4922,375
NZ_MT874924.1,4923,375
NZ_MT874924.1,4924,375
NZ_MT874924.1,4925,375
NZ_MT874924.1,4926,375
NZ_MT874924.1,4927,375
NZ_MT874924.1,4928,375
NZ_MT874924.1,4929,375
NZ_MT874924.1,4930,375
NZ_MT874924.1,4931,375
NZ_MT874924.1,4932,375
NZ_MT874924.1,4933,375
NZ_MT874924.1,4934,375
NZ_MT874924.1,4935,375
NZ_MT874924.1,4936,375
NZ_MT874924.1,4937,375
NZ_MT874924.1,4938,375
NZ_MT874924.1,4939,375
NZ_MT874924.1,4940,375
NZ_MT874924.1,4941,375
NZ_MT874924.1,4942,375
NZ_MT874924.1,4943,375
NZ_MT874924.1,4944,375
NZ_MT874924.1,4945,375
NZ_MT874924.1,4946,375
NZ_MT874924.1,4947,375
NZ_MT874924.1,4948,375
NZ_MT874924.1,4949,375
NZ_MT874924.1,4950,375
NZ_MT874924.1,4951,375
NZ_MT874924.1,4952,375
NZ_MT874924.1,4953,375
NZ_MT874924.1,4954,375
NZ_MT874924.1,4955,375
NZ_MT874924.1,4956,375
NZ_MT874924.1,4957,375
NZ_MT874924.1,4958,375
NZ_MT874924.1,4959,375
NZ_MT874924.1,4960,375
NZ_MT874924.1,4961,375
NZ_MT874924.1,4962,375
NZ_MT874924.1,4963,375
NZ_MT874924.1,4964,375
NZ_MT874924.1,4965,375
NZ_MT874924.1,4966,375
NZ_MT874924.1,4967,375
NZ_MT874924.1,4968,375
NZ_MT874924.1,4969,375
NZ_MT874924.1,4970,375
NZ_MT874924.1,4971,375
NZ_MT874924.1,4972,375
NZ_MT874924.1,4973,375
NZ_MT874924.1,4974,375
NZ_MT874924.1,4975,375
NZ_MT874924.1,4976,375
NZ_MT874924.1,4977,375
NZ_MT874924.1,4978,375
NZ_MT874924.1,4979,375
NZ_MT874924.1,4980,375
NZ_MT874924.1,4981,375
NZ_MT874924.1,4982,375
NZ_MT874924.1,4983,375
NZ_MT874924.1,4984,375
NZ_MT874924.1,4985,375
NZ_MT874924.1,4986,375
NZ_MT874924.1,4987,375
NZ_MT874924.1,4988,375
NZ_MT874924.1,4989,375
NZ_MT874924.1,4990,375
NZ_MT874924.1,4991,375
NZ_MT874924.1,4992,375
NZ_MT874924.1,4993,375
NZ_MT874924.1,4994,375
NZ_MT874924.1,4995,375
NZ_MT874924.1,4996,375
NZ_MT874924.1,4997,375
NZ_MT874924.1,4998,375
NZ_MT874924.1,4999,375
NZ_MT874924.1,5000,375
NZ_MT874924.1,5001,375
NZ_MT874924.1,5002,375
NZ_MT874924.1,5003,375
NZ_MT874924.1,5004,375
NZ_MT874924.1,5005,375
NZ_MT874924.1,5006,375
NZ_MT874924.1,5007,375
NZ_MT874924.1,5008,375
NZ_MT874924.1,5009,375
NZ_MT874924.1,5010,375
NZ_MT874924.1,5011,375
NZ_MT874924.1,5012,375
NZ_MT874924.1,5013,375
NZ_MT874924.1,5014,375
NZ_MT874924.1,5015,375
NZ_MT874924.1,5016,375
NZ_MT874924.1,5017,375
NZ_MT874924.1,5018,375
NZ_MT874924.1,5019,375
NZ_MT874924.1,5020,375
NZ_MT874924.1,5021,375
NZ_MT874924.1,5022,375
NZ_MT874924.1,5023,375
NZ_MT874924.1,5024,375
NZ_MT874924.1,5025,375
NZ_MT874924.1,5026,375
NZ_MT874924.1,5027,375
NZ_MT874924.1,5028,375
NZ_MT874924.1,5029,375
NZ_MT874924.1,5030,375
NZ_MT874924.1,5031,375
NZ_MT874924.1,5032,375
NZ_MT874924.1,5033,375
NZ_MT874924.1,5034,375
NZ_MT874924.1,5035,375
NZ_MT874924.1,5036,375
NZ_MT874924.1,5037,375
NZ_MT874924.1,5038,375
NZ_MT874924.1,5039,375
NZ_MT874924.1,5040,375
NZ_MT874924.1,5041,375
NZ_MT874924.1,5042,375
NZ_MT874924.1,5043,375
NZ_MT874924.1,5044,375
NZ_MT874924.1,5045,375
NZ_MT874924.1,5046,375
NZ_MT874924.1,5047,375
NZ_MT874924.1,5048,375
NZ_MT874924.1,5049,375
NZ_MT874924.1,5050,375
NZ_MT874924.1,5051,375
NZ_MT874924.1,5052,375
NZ_MT874924.1,5053,375
NZ_MT874924.1,5054,375
NZ_MT874924.1,5055,375
NZ_MT874924.1,5056,375
NZ_MT874924.1,5057,375
NZ_MT874924.1,5058,375
NZ_MT874924.1,5059,375
NZ_MT874924.1,5060,375
NZ_MT874924.1,5061,375
NZ_MT874924.1,5062,375
NZ_MT874924.1,5063,375
NZ_MT874924.1,5064,375
NZ_MT874924.1,5065,375
NZ_MT874924.1,5066,375
NZ_MT874924.1,5067,375
NZ_MT874924.1,5068,375
NZ_MT874924.1,5069,375
NZ_MT874924.1,5070,375
NZ_MT874924.1,5071,375
NZ_MT874924.1,5072,375
NZ_MT874924.1,5073,375
NZ_MT874924.1,5074,375
NZ_MT874924.1,5075,375
NZ_MT874924.1,5076,375
NZ_MT874924.1,5077,375
NZ_MT874924.1,5078,375
NZ_MT874924.1,5079,375
NZ_MT874924.1,5080,375
NZ_MT874924.1,5081,375
NZ_MT874924.1,5082,375
NZ_MT874924.1,5083,375
NZ_MT874924.1,5084,375
NZ_MT874924.1,5085,375
NZ_MT874924.1,5086,375
NZ_MT874924.1,5087,375
NZ_MT874924.1,5088,375
NZ_MT874924.1,5089,375
NZ_MT874924.1,5090,375
NZ_MT874924.1,5091,375
NZ_MT874924.1,5092,375
NZ_MT874924.1,5093,375
NZ_MT874924.1,5094,375
NZ_MT874924.1,5095,375
NZ_MT874924.1,5096,375
NZ_MT874924.1,5097,375
NZ_MT874924.1,5098,375
NZ_MT874924.1,5099,375
NZ_MT874924.1,5100,375
NZ_MT874924.1,5101,375
NZ_MT874924.1,5102,375
NZ_MT874924.1,5103,375
NZ_MT874924.1,5104,375
NZ_MT874924.1,5105,375
NZ_MT874924.1,5106,375
NZ_MT874924.1,5107,375
NZ_MT874924.1,5108,375
NZ_MT874924.1,5109,375
NZ_MT874924.1,5110,375
NZ_MT874924.1,5111,375
NZ_MT874924.1,5112,375
NZ_MT874924.1,5113,375
NZ_MT874924.1,5114,375
NZ_MT874924.1,5115,375
NZ_MT874924.1,5116,375
NZ_MT874924.1,5117,375
NZ_MT874924.1,5118,375
NZ_MT874924.1,5119,375
NZ_MT874924.1,5120,375
NZ_MT874924.1,5121,375
NZ_MT874924.1,5122,375
NZ_MT874924.1,5123,375
NZ_MT874924.1,5124,375
NZ_MT874924.1,5125,375
NZ_MT874924.1,5126,375
NZ_MT874924.1,5127,375
NZ_MT874924.1,5128,375
NZ_MT874924.1,5129,375
NZ_MT874924.1,5130,375
NZ_MT874924.1,5131,375
NZ_MT874924.1,5132,375
NZ_MT874924.1,5133,375
NZ_MT874924.1,5134,375
NZ_MT874924.1,5135,375
NZ_MT874924.1,5136,375
NZ_MT874924.1,5137,375
NZ_MT874924.1,5138,375
NZ_MT874924.1,5139,375
NZ_MT874924.1,5140,375
NZ_MT874924.1,5141,375
NZ_MT874924.1,5142,375
NZ_MT874924.1,5143,375
NZ_MT874924.1,5144,375
NZ_MT874924.1,5145,375
NZ_MT874924.1,5146,375
NZ_MT874924.1,5147,375
NZ_MT874924.1,5148,375
NZ_MT874924.1,5149,375
NZ_MT874924.1,5150,375
NZ_MT874924.1,5151,375
NZ_MT874924.1,5152,375
NZ_MT874924.1,5153,375
NZ_MT874924.1,5154,375
NZ_MT874924.1,5155,375
